# spliced functions with a per-symbol relocation record: 723
#   no-relocs        723
# DISAGREEMENTS: 0
#
# verdict       port targets                 c2 targets                   TU :: symbol
no-relocs       (none)                       (none)                       src/system/world/Crowd.cpp :: ??0?$_List_iterator@IU?$_Nonconst_traits@I@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Crowd.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Crowd.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Crowd.cpp :: ??0?$_List_iterator@PAVRndDrawable@@U?$_Nonconst_traits@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Crowd.cpp :: ??0?$_List_iterator@PAVRndMat@@U?$_Nonconst_traits@PAVRndMat@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Crowd.cpp :: ??0?$_List_iterator@PAVRndPollable@@U?$_Nonconst_traits@PAVRndPollable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Crowd.cpp :: ??0?$_List_iterator@UCharData@WorldCrowd@@U?$_Const_traits@UCharData@WorldCrowd@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Crowd.cpp :: ??0?$_List_iterator@UCharData@WorldCrowd@@U?$_Nonconst_traits@UCharData@WorldCrowd@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Crowd.cpp :: ??0?$_List_iterator@UCollision@RndDrawable@@U?$_Nonconst_traits@UCollision@RndDrawable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Crowd.cpp :: ??0?$_List_iterator@UInstance@RndMultiMesh@@U?$_Const_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Crowd.cpp :: ??0?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Crowd.cpp :: ??0?$_List_iterator@UOldMMInst@@U?$_Nonconst_traits@UOldMMInst@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Crowd.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Crowd.cpp :: ??0?$_List_iterator@VTransform@@U?$_Const_traits@VTransform@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Crowd.cpp :: ??0?$_List_iterator@VTransform@@U?$_Nonconst_traits@VTransform@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Crowd3DCharHandle.cpp :: ??0?$_List_iterator@UCharData@WorldCrowd@@U?$_Nonconst_traits@UCharData@WorldCrowd@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/DefaultPhysicsManager.cpp :: ??0?$_List_iterator@PAVRndMesh@@U?$_Const_traits@PAVRndMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/DefaultPhysicsManager.cpp :: ??0?$_List_iterator@PAVRndMesh@@U?$_Nonconst_traits@PAVRndMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/DefaultPhysicsManager.cpp :: ??0?$_List_iterator@U?$pair@PAVRndMesh@@PAVObjectDir@@@stlpmtx_std@@U?$_Nonconst_traits@U?$pair@PAVRndMesh@@PAVObjectDir@@@stlpmtx_std@@@2@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Dir.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Dir.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Dir.cpp :: ??0?$_List_iterator@UBitmapOverride@WorldDir@@U?$_Const_traits@UBitmapOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Dir.cpp :: ??0?$_List_iterator@UBitmapOverride@WorldDir@@U?$_Nonconst_traits@UBitmapOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Dir.cpp :: ??0?$_List_iterator@UMatOverride@WorldDir@@U?$_Const_traits@UMatOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Dir.cpp :: ??0?$_List_iterator@UMatOverride@WorldDir@@U?$_Nonconst_traits@UMatOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Dir.cpp :: ??0?$_List_iterator@UPresetOverride@WorldDir@@U?$_Const_traits@UPresetOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Dir.cpp :: ??0?$_List_iterator@UPresetOverride@WorldDir@@U?$_Nonconst_traits@UPresetOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Instance.cpp :: ??0?$_List_iterator@PAVObject@Hmx@@U?$_Const_traits@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Instance.cpp :: ??0?$_List_iterator@PAVObject@Hmx@@U?$_Nonconst_traits@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Instance.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Instance.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Instance.cpp :: ??0?$_List_iterator@PAVRndPollable@@U?$_Nonconst_traits@PAVRndPollable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Instance.cpp :: ??0?$_List_iterator@UObjPair@@U?$_Nonconst_traits@UObjPair@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/LightHue.cpp :: ?front@?$vector@V?$Key@VVector3@@@@V?$StlNodeAlloc@V?$Key@VVector3@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABV?$Key@VVector3@@@@XZ
no-relocs       (none)                       (none)                       src/system/world/LightPreset.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/LightPreset.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/LightPreset.cpp :: ?front@?$vector@UNode@?$ObjPtrVec@VSpotlight@@VObjectDir@@@@V?$StlNodeAlloc@UNode@?$ObjPtrVec@VSpotlight@@VObjectDir@@@@@stlpmtx_std@@@stlpmtx_std@@QAAAAUNode@?$ObjPtrVec@VSpotlight@@VObjectDir@@@@XZ
no-relocs       (none)                       (none)                       src/system/world/LightPreset.cpp :: ?front@?$vector@UNode@?$ObjPtrVec@VSpotlight@@VObjectDir@@@@V?$StlNodeAlloc@UNode@?$ObjPtrVec@VSpotlight@@VObjectDir@@@@@stlpmtx_std@@@stlpmtx_std@@QBAABUNode@?$ObjPtrVec@VSpotlight@@VObjectDir@@@@XZ
no-relocs       (none)                       (none)                       src/system/world/LightPresetManager.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/LightPresetManager.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/PhysicsManager.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/PhysicsManager.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/PhysicsVolume.cpp :: ??0?$_List_iterator@U?$pair@PAVObject@Hmx@@PAVObjectDir@@@stlpmtx_std@@U?$_Nonconst_traits@U?$pair@PAVObject@Hmx@@PAVObjectDir@@@stlpmtx_std@@@2@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Spotlight.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Spotlight.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Spotlight.cpp :: ??0?$_List_iterator@PAVRndDrawable@@U?$_Nonconst_traits@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/Spotlight.cpp :: ??0?$_List_iterator@PAVRndMat@@U?$_Nonconst_traits@PAVRndMat@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/SpotlightDrawer.cpp :: ??0?$_List_iterator@PAVRndDrawable@@U?$_Nonconst_traits@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/SpotlightDrawer.cpp :: ??0?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/SpotlightDrawer.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/ThreeDSoundManager.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Const_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/ThreeDSoundManager.cpp :: ??0?$_List_iterator@PAVObjectDir@@U?$_Nonconst_traits@PAVObjectDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
no-relocs       (none)                       (none)                       src/system/world/ThreeDSoundManager.cpp :: ??0?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z
