# DISASSEMBLY-DERIVED — generated by docs/whitebox/scripts/build_strings.py.
# Literals from c2.dll plus the functions that reference them. Do not paste
# any value into crates/ without a docs/whitebox/DISCLOSURE.md entry.
addr	section	len	nxref	xref_funcs	source	value
10c2da94	.text	31	0		ghidra+raw	PogoDbWritePartialInlineeEntry
10c2dab6	.text	32	0		ghidra+raw	PogoDbWritePartialInlineesStart
10c2dad8	.text	16	0		ghidra+raw	PogoDbSetLastFG
10c2daea	.text	18	0		ghidra+raw	PogoDbReadDataSet
10c2dafe	.text	23	0		ghidra+raw	PogoDbModifiedDataSets
10c2db18	.text	27	0		ghidra+raw	PogoDbModifiedFunctionData
10c2db36	.text	21	0		ghidra+raw	PogoDbStreamTruncate
10c2db4e	.text	21	0		ghidra+raw	PogoDbReadValueProbe
10c2db66	.text	20	0		ghidra+raw	PogoDbStreamReplace
10c2db7a	.text	13	0		ghidra+raw	pgodb100.dll
10c2db8a	.text	30	0		ghidra+raw	?_Xlength_error@std@@YAXPBD@Z
10c2dba8	.text	13	0		ghidra+raw	MSVCP100.dll
10c2dbb8	.text	9	0		ghidra+raw	_memicmp
10c2dbc4	.text	8	0		ghidra+raw	_strlwr
10c2dc20	.text	7	1		ghidra+raw	C2.DLL
10c2dc27	.text	17	1		ghidra+raw	DllGetObjHandler
10c2dc38	.text	21	1		ghidra+raw	_AbortCompilerPass@4
10c2dc4d	.text	23	1		ghidra+raw	_InvokeCompilerPass@12
10c2dc64	.text	24	1		ghidra+raw	_InvokeCompilerPassW@16
10c2e468	.data	21	0		ghidra+raw	@_RTC_Check_#_to_#@#
10c2ee40	.data	14	4	10bae79c,10baf3fd	ghidra	_LTCG_
10c38708	.data	20	1	10c0076b	ghidra+raw	_RTC_Check_#_to_#@#
10c3afdb	.data	9	0		raw	0(0(phph
10c3b16a	.data	5	0		raw	phph
10c710bc	.rsrc	6	0		ghidra	
10c710c2	.rsrc	30	0		ghidra	StringFileInfo
10c710e0	.rsrc	6	0		ghidra	
10c710e6	.rsrc	18	0		ghidra	040904B0
10c710f8	.rsrc	6	0		ghidra	
10c710fe	.rsrc	24	0		ghidra	CompanyName
10c71118	.rsrc	44	0		ghidra	Microsoft Corporation
10c71144	.rsrc	6	0		ghidra	
10c7114a	.rsrc	32	0		ghidra	FileDescription
10c7116c	.rsrc	76	0		ghidra	Microsoft\xae Xbox 360 Compiler Back End
10c711b8	.rsrc	6	0		ghidra	
10c711be	.rsrc	24	0		ghidra	FileVersion
10c711d8	.rsrc	30	0		ghidra	16.00.11886.00
10c711f8	.rsrc	6	0		ghidra	
10c711fe	.rsrc	26	0		ghidra	InternalName
10c71218	.rsrc	14	0		ghidra	C2.DLL
10c71228	.rsrc	6	0		ghidra	
10c7122e	.rsrc	30	0		ghidra	LegalCopyright
10c7124c	.rsrc	94	0		ghidra	\xa9 Microsoft Corporation.  All rights reserved.
10c712ac	.rsrc	6	0		ghidra	
10c712b2	.rsrc	34	0		ghidra	OriginalFilename
10c712d4	.rsrc	14	0		ghidra	C2.DLL
10c712e4	.rsrc	6	0		ghidra	
10c712ea	.rsrc	24	0		ghidra	ProductName
10c71304	.rsrc	88	0		ghidra	Microsoft\xae Visual Studio\xae 2010 for Xbox 360
10c7135c	.rsrc	6	0		ghidra	
10c71362	.rsrc	30	0		ghidra	ProductVersion
10c71380	.rsrc	30	0		ghidra	10.00.11886.00
10c713a6	.rsrc	24	0		ghidra	VarFileInfo
10c713c6	.rsrc	24	0		ghidra	Translation
10c73415	.reloc	6	0		raw	= =$=
10c7347c	.reloc	9	0		raw	X0\0`0d0
10c7373b	.reloc	28	0		raw	7 7$7(7,7074787<7@7D7H7L7P7
10c74575	.reloc	10	0		raw	?X?d?j?z?
10c74ad7	.reloc	6	0		raw	3h596
10c74d8f	.reloc	6	0		raw	<M?k?
10c74ffb	.reloc	8	0		raw	>C?P?\?
10c752dd	.reloc	6	0		raw	>p>`?
10c757bb	.reloc	6	0		raw	>k?y?
10c75b67	.reloc	6	0		raw	:e:{?
10c763ab	.reloc	8	0		raw	;5<R<[<
10c76457	.reloc	6	0		raw	?g?x?
10c76c2d	.reloc	6	0		raw	;8=\>
10c76c97	.reloc	6	0		raw	; <8<
10c77235	.reloc	10	0		raw	:A;_;[=8?
10c77a95	.reloc	10	0		raw	?.?2?6?:?
10c78ef1	.reloc	6	0		raw	>*?W?
10c78f05	.reloc	8	0		raw	0{3V>C?
10c79071	.reloc	8	0		raw	=G>m?{?
10c79b63	.reloc	22	0		raw	=6>:>>>B>F>J>N>V>^>b>
10c79bcb	.reloc	8	0		raw	=1=3>8?
10c79e7f	.reloc	6	0		raw	>E?Q?
10c7a1af	.reloc	6	0		raw	?k?w?
10c7a5cb	.reloc	10	0		raw	<u<Y=c={=
10c7aabf	.reloc	6	0		raw	9c>>?
10c7aba7	.reloc	8	0		raw	>+?L?c?
10c7b981	.reloc	6	0		raw	:m;v?
10c7c259	.reloc	6	0		raw	;p<^=
10c7d789	.reloc	20	0		raw	6@<D<H<L<P<T<X<\<`<
